큐에스아이,66310
클리오,237880
트레이스,52290
티씨케이,64760
티케이케미칼,104480
파크시스템스,140860
프로텍,53610
한국코퍼레이션,50540
한솔신텍,99660
한스바이오메드,42520
현대통신,39010
메디쎄이,200580
비나텍,126340
시냅스엠,246830
씨앤에스링크,245450
알로이스,271400
에프앤가이드,64850
에프엠에스,278990
옐로페이,179720
지티지웰니스,219750
카이노스메드,220250
툴젠,199800
피노텍,150440
DSR,155660
KR모터스,40
LG디스플레이,34220
LG상사,1120
NAVER,35420
SBS,34120
SPC삼립,5610
STX,11810
TCC동양,2710
기신정기,92440
기아자동차,270
대웅,3090
대유에이텍,2880
동양고속,84670
메디플란트,15540
문배철강,8420
미래에셋생명,85620
미원화학,134380
방림,3610
보해양조,890
삼성제약,1360
삼영무역,2810
삼익악기,2450
서울도시가스,17390
선창산업,2820
세아제강,3030
신세계푸드,31440
신영와코루,5800
아시아나항공,20560
알루코,1780
엔씨소프트,36570
우신시스템,17370
이수화학,5950
이스타코,15020
인스코비,6490
일진홀딩스,15860
제일약품,271980
조일알미늄,18470
종근당바이오,63160
케이씨씨,2380
케이티스,58860
코오롱머티리얼,144620
포스코강판,58430
한국전력공사,15760
한국콜마홀딩스,24720
한세실업,105630
한전KPS,51600
한전산업,130660
현대글로비스,86280
현대엘리베이터,17800
현대자동차,5380
현대홈쇼핑,57050
혜인,3010
화천기계,10660
흥국화재,540
GRT,900290
IBKS제3호스팩,225430
KB오토시스,24120
KG모빌리언스,46440
KJ프리텍,83470
KPX생명과학,114450
MP그룹,65150
고려시멘트,198440
국순당,43650
뉴인텍,12340
데이타솔루션,263800
데코앤이,17680
딜리,131180
레고켐바이오,141080
레드캡투어,38390
리더스코스메틱,16100
모다이노칩,80420
미래나노텍,95500
바이넥스,53030
브이원텍,251630
삼보모터스,53700
삼본정밀전자,111870
삼양옵틱스,225190
삼현철강,17480
샘코,263540
서연탑메탈,19770
서울제약,18680
세종텔레콤,36630
셀트리온제약,68760
스맥,99440
씨엔플러스,115530
아미노로직스,74430
아바텍,149950
아이텍반도체,119830
알서포트,131370
애니젠,196300
에스맥,97780
에이치엘비생명과학,67630
엔에스엔,31860
엔터메이트,206400
오션브릿지,241790
오텍,67170
옴니시스템,57540
와이지-원,19210
와이지엔터테인먼트,122870
완리,900180
우리넷,115440
원익홀딩스,30530
위노바,39790
유니트론텍,142210
유성티엔에스,24800
이그잭스,60230
이니텍,53350
이매진아시아,36260
이오테크닉스,39030
이원컴포텍,88290
인텔리안테크,189300
인프라웨어,41020
제이씨현시스템,33320
조광ILI,44060
지에스이,53050
진성티이씨,36890
처음앤씨,111820
케이티비스팩2호,214150
태양씨앤엘,72520
특수건설,26150
티엘아이,62860
파나진,46210
파루,43200
팜스토리,27710
팬스타엔터프라이즈,54300
팬젠,222110
퍼시픽바이오,60900
하나머스트5호스팩,218150
하이즈항공,221840
한일네트웍스,46110
한컴지엠디,77280
휘닉스소재,50090
흥구석유,24060
나무기술,167380
씨티네트웍스,189540
에스와이제이,251540
엔에스컴퍼니,224760
엔지켐생명과학,183490
엠로,58970
이엔드디,101360
인산가,62580
제놀루션,225220
탑선,180060
틸론,217880
휴벡셀,212310
BNK금융지주,138930
DRB동일,4840
JW홀딩스,96760
KPX케미칼,25000
KSS해운,44450
SK케미칼,6120
고려산업,2140
광주은행,192530
넷마블게임즈,251270
녹십자,6280
농심홀딩스,72710
다우기술,23590
대림통상,6570
대영포장,14160
더존비즈온,12510
동부건설,5960
동성코퍼레이션,102260
동원산업,6040
동화약품,20
롯데관광개발,32350
맵스리얼티1,94800
미원에스씨,268280
부국증권,1270
삼성공조,6660
삼양식품,3230
삼화콘덴서공업,1820
삼화페인트공업,390
서흥,8490
세아베스틸,1430
세화아이엠씨,145210
아남전자,8700
아세아제지,2310
에스제이엠,123700
영풍,670
유양디앤유,11690
유유제약,220
유한양행,100
이아이디,93230
일진머티리얼즈,20150
체시스,33250
케이탑리츠,145270
코오롱,2020
쿠쿠전자,192400
태경화학,6890
토니모리,214420
팬오션,28670
포스코대우,47050
풀무원,17810
한국쉘석유,2960
한솔로지스틱스,9180
핸즈코퍼레이션,143210
현대그린푸드,5440
현대비앤지스틸,4560
현대위아,11210
현대일렉트릭,267260
휴켐스,69260
흥아해운,3280
CS,65770
JYP Ent.,35900
RFHIC,218410
SGA,49470
경남스틸,39240
교보5호스팩,223040
넵튠,217270
대림제지,17650
대양전기공업,108380
대진디엠피,65690
동아엘텍,88130
디에스티로봇,90710
디지아이,43360
라이트론,69540
루멘스,38060
리노공업,58470
리노스,39980
메디포스트,78160
모베이스,101330
모아텍,33200
바른테크놀로지,29480
보광산업,225530
보령메디앙스,14100
삼원테크,73640
삼일,32280
삼진엘앤디,54090
새로닉스,42600
서연전자,12860
세운메디칼,100700
세원물산,24830
셀바스헬스케어,208370
쇼박스,86980
슈프리마,236200
쎄니트,37760
씨엠에스에듀,225330
아바코,83930
아이디스홀딩스,54800
아이센스,99190
에스앤더블류,103230
에이스테크,88800
에이치엠씨3호스팩,226340
에프티이앤이,65160
엔피케이,48830
영화테크,265560
오디텍,80520
오로라,39830
오리콤,10470
옵티시스,109080
와이비엠넷,57030
와이엔텍,67900
위즈코프,38620
윈하이텍,192390
유니크,11320
유지인트,195990
이베스트투자증권,78020
이에스에이,52190
이지웰페어,90850
인선이엔티,60150
인텍플러스,64290
제로투세븐,159580
캐스텍코리아,71850
케어젠,214370
케이씨티,89150
토비스,51360
파인디지털,38950
펩트론,87010
포워드컴퍼니스,42940
피제이전자,6140
하나마이크론,67310
하이에이아이1호스팩,235010
한국테크놀로지,53590
핸디소프트,220180
화성밸브,39610
화신테크,86250
휴온스,243070
노브메타파마,229500
명진홀딩스,267060
미디어젠,279600
미코나노바이오시스,214610
바이오프로테크,199290
스템랩,258540
오백볼트,227420
이비테크,208850
지성이씨에스,138290
케미메디,205290
케이엠제약,237720
한국비엔씨,226610
DB,12030
GS글로벌,1250
KPX그린케미칼,83420
LG,3550
SIMPAC,9160
경방,50
국도화학,7690
금양,1570
금호산업,2990
남영비비안,2070
노루페인트,90350
대유플러스,300
대한전선,1440
도화엔지니어링,2150
두산엔진,82740
롯데손해보험,400
미래산업,25560
부국철강,26940
사조산업,7160
삼성증권,16360
삼아알미늄,6110
서울식품공업,4410
성문전자,14910
세방,4360
세방전지,4490
세아홀딩스,58650
신영증권,1720
에쓰씨엔지니어링,23960
영화금속,12280
이연제약,102460
자화전자,33240
전방,950
제이준코스메틱,25620
키움증권,39490
태원물산,1420
파미셀,5690
풍산홀딩스,5810
하이트진로,80
한국ANKOR유전,152550
한국금융지주,71050
한국자산신탁,123890
한국타이어월드와이드,240
한국항공우주,47810
한농화성,11500
한미반도체,42700
한섬,20000
한창제지,9460
한화테크윈,12450
현대코퍼레이션홀딩스,227840
화인베스틸,133820
휴비스,79980
ISC,95340
KCI,36670
NE능률,53290
NICE평가정보,30190
SK머티리얼즈,36490
고려반도체,89890
고려제약,14570
광진실업,26910
나노엔텍,39860
넥스트바이오홀딩스,51980
넥슨지티,41140
녹십자셀,31390
더블유게임즈,192080
동성화인텍,33500
동우팜투테이블,88910
두올산업,78590
디비케이,73190
디알텍,214680
디케이락,105740
디티앤씨,187220
리젠,38340
매일유업,267980
매직마이크로,127160
맥스로텍,141070
메이슨캐피탈,21880
모바일어플라이언스,87260
백금T&A,46310
베셀,177350
블루콤,33560
삼아제약,9300
서린바이오,38070
서울반도체,46890
서희건설,35890
세코닉스,53450
솔트웍스,230980
스킨앤스킨,159910
시그네틱스,33170
싸이맥스,160980
씨큐브,101240
아스트,67390
아시아경제,127710
아이엠텍,226350
알에프세미,96610
에스씨디,42110
에치디프로,214870
엑세스바이오,950130
엘티씨,170920
엠젠플러스,32790
오스템임플란트,48260
와이오엠,66430
우진비앤지,18620
월덱스,101160
위지트,36090
유니슨,18000
유비케어,32620
이노와이어리스,73490
이트론,96040
인트론바이오,48530
일지테크,19540
자연과환경,43910
제이티,89790
제일테크노스,38010
지어소프트,51160
차바이오텍,85660
케이디켐,221980
케이피에프,24880
키움스팩4호,226850
태웅,44490
테크윙,89030
파인텍,131760
판타지오,32800
포비스티앤씨,16670
피앤이솔루션,131390
한국정보공학,39740
한국제5호스팩,271740
행남생활건강,8800
헝셩그룹,900270
관악산업,76340
두원석재,270020
에스엔피제네틱스,86460
유투바이오,221800
인카금융서비스,211050
전우정밀,120780
젠큐릭스,229000
지노믹트리,228760
판도라티비,202960
CJ헬로,37560
LG생활건강,51900
LG유플러스,32640
LS네트웍스,680
S-Oil,10950
YG PLUS,37270
경동인베스트,12320
경인전자,9140
고려제강,2240
국보,1140
금호전기,1210
금호타이어,73240
다우인큐브,20120
대림씨엔에스,4440
대원강업,430
동부제철,16380
동성제약,2210
동원금속,18500
동일고무벨트,163560
롯데쇼핑,23530
롯데지주,4990
베트남개발1,96300
비상교육,100220
삼성중공업,10140
삼성카드,29780
삼호,1880
상신브레이크,41650
서원,21050
신세계건설,34300
신화실업,1770
아비스타,90370
에넥스,11090
에스엘,5850
에이리츠,140910
엔피씨,4250
영원무역,111770
영풍제지,6740
이화산업,760
제일기획,30000
제주은행,6220
지엠비코리아,13870
진양화학,51630
진흥기업,2780
천일고속,650
코스맥스,192820
코스맥스비티아이,44820
코스모신소재,5070
티비에이치글로벌,84870
하이골드3호,153360
한국석유공업,4090
한국유리공업,2000
한라홀딩스,60980
한일시멘트,3300
현대차투자증권,1500
휠라코리아,81660
EMW,79190
KNN,58400
KTH,36030
SFA반도체,36540
SKC 솔믹스,57500
가비아,79940
경동제약,11040
대동스틸,48470
대성엘텍,25440
덕산네오룩스,213420
동국알앤에스,75970
동진쎄미켐,5290
모바일리더,100030
바이로메드,84990
버추얼텍,36620
부스타,8470
비츠로테크,42370
삼보산업,9620
세동,53060
스틸플라워,87220
신영스팩2호,225590
쎄노텍,222420
아리온,58220
아모텍,52710
아이티센,124500
아진산업,13310
알에스오토메이션,140670
에머슨퍼시픽,25980
에스디시스템,121890
에스앤에스텍,101490
에스에너지,95910
에스엔피월드,263920
에스텍파마,41910
에스티큐브,52020
엔에이치스팩10호,256630
엘아이에스,138690
엘컴텍,37950
엠에스씨,9780
엠에스오토텍,123040
오르비텍,46120
와토스코리아,79000
위메이드,112040
유라테크,48430
유진로봇,56080
이엠코리아,95190
인성정보,33230
일경산업개발,78940
자이글,234920
정산애강,22220
정원엔시스,45510
제너셈,217190
젬백스,82270
조이시티,67000
지엘팜텍,204840
지트리비앤티,115450
차이나그레이트,900040
참좋은여행,94850
컴투스,78340
케이사인,192250
케이에스피,73010
키움스팩3호,218710
텍셀네트컴,38540
토필드,57880
톱텍,108230
투윈글로벌,66410
팬엔터테인먼트,68050
푸른저축은행,7330
피씨엘,241820
하나머티리얼즈,166090
한일사료,5860
한화수성스팩,265920
한화에이스스팩2호,219860
현진소재,53660
홈캐스트,64240
화신정공,126640
효성오앤비,97870
SGA시스템즈,232290
네추럴FNP,86220
세종머티리얼즈,135270
소프트캠프,210610
이에스산업,241510
인프라웨어테크놀러지,247300
지오씨,135160
피시피아비아이티,258250
KEC,92220
S&T모티브,64960
SK,34730
경동도시가스,267290
경보제약,214390
넥센,5720
대성산업,128820
대성에너지,117580
대한방직,1070
대한제당,1790
대현,16090
동서,26960
동아쏘시오홀딩스,640
동양철관,8970
동원,3580
동일제강,2690
두산밥캣,241560
디피씨,26890
롯데하이마트,71840
만도,204320
모두투어리츠,204210
무림페이퍼,9200
백광산업,1340
부산주공,5030
사조씨푸드,14710
삼성바이오로직스,207940
삼성출판사,68290
삼익THK,4380
세이브존I&C,67830
신대양제지,16590
신라교역,4970
신세계I&C,35510
신원,9270
오리엔트바이오,2630
유나이티드,33270
유니온,910
인디에프,14990
일정실업,8500
태양금속공업,4100
테이팩스,55490
티에이치엔,19180
팜스코,36580
하나니켈2호,99350
하이트진로홀딩스,140
한라,14790
한솔홈데코,25750
현대로템,64350
3S,60310
C&S자산관리,32040
KT서브마린,60370
YTN,40300
강스템바이오텍,217730
골드퍼시픽,38530
광진윈텍,90150
기산텔레콤,35460
나이스정보통신,36800
네오위즈,95660
넥스트BT,65170
다믈멀티미디어,93640
다우데이타,32190
대동금속,20400
대동기어,8830
대우스팩3호,215580
대유위니아,71460
대한광통신,10170
동아화성,41930
동양에스텍,60380
동양파일,228340
동일기연,32960
로엔,16170
바이오니아,64550
바이오톡스텍,86040
부방,14470
브리지텍,64480
비츠로시스,54220
빅솔론,93190
서울리거,43710
세명전기,17510
솔본,35610
수산아이앤티,50960
신신제약,2800
신한제4호스팩,277480
쌍용정보통신,10280
썬텍,122800
아가방컴퍼니,13990
아트라스BX,23890
앱클론,174900
에스앤씨엔진그룹,900080
에스엠코어,7820
에이테크솔루션,71670
에이티테크놀러지,73570
에이프로젠 H&G,109960
에프엔씨엔터,173940
엔시트론,101400
우리기술,32820
우리산업,215360
원익머트리얼즈,104830
유비벨록스,89850
유안타제2호스팩,219960
이수앱지스,86890
이엠넷,123570
인콘,83640
인화정공,101930
케이비제8호스팩,222390
코나아이,52400
큐로홀딩스,51780
큐브엔터,182360
투비소프트,79970
티에스인베스트먼트,246690
파이오링크,170790
팍스넷,38160
플레이위드,23770
필옵틱스,161580
하이록코리아,13030
한국경제TV,39340
한국전자금융,63570
한국컴퓨터,54040
한네트,52600
한탑,2680
현대아이비티,48410
휴젤,145020
다이오진,271850
비엔디생활건강,215050
스페이스솔루션,245030
엘피케이,183350
원텍,216280
유디피,91270
자비스,230400
티씨엠생명과학,228180
DGB금융지주,139130
GS리테일,7070
NI스틸,8260
OCI,10060
SKC,11790
대한유화,6650
동방아그로,7590
동양네트웍스,30790
동원시스템즈,14820
두산중공업,34020
만호제강,1080
맥쿼리인프라,88980
바다로19호,155900
벽산,7210
사조오양,6090
삼성엔지니어링,28050
삼영화학공업,3720
선도전기,7610
성안,11300
세종공업,33530
신성통상,5390
신풍제약,19170
신한,5450
쌍방울,102280
아세아시멘트,183190
아이콘트롤스,39570
엔케이물산,9810
와이비로드,10600
우리종금,10050
유니퀘스트,77500
일성건설,13360
조광페인트,4910
진양폴리우레탄,10640
카카오,35720
코오롱글로벌,3070
페이퍼코리아,1020
풍산,103140
하나금융지주,86790
하이스틸,71090
한국종합기술,23350
한국패러랠,168490
한국화장품제조,3350
한미글로벌,53690
한신기계공업,11700
한올바이오파마,9420
한화케미칼,9830
현대EP,89470
현대상선,11200
화천기공,850
NHN한국사이버결제,60250
SDN,99220
가온미디어,78890
교보7호스팩,267320
글로본,19660
금화피에스시,36190
나무가,190510
내츄럴엔도텍,168330
뉴보텍,60260
뉴프라이드,900100
데브시스터즈,194480
동일금속,109860
디이엔티,79810
라온시큐어,42510
라이온켐텍,171120
리켐,131100
메디톡스,86900
미래에셋제5호스팩,239340
바이오리더스,142760
비덴트,121800
비아트론,141000
삼륭물산,14970
성우전자,81580
스타플렉스,115570
스포츠서울,39670
신일제약,12790
씨씨에스,66790
씨케이에이치,900120
아미코젠,92040
아우딘퓨쳐스,227610
아이리버,60570
아이씨디,40910
아이에이,38880
아이크래프트,52460
에스엔유,80000
에스폴리텍,50760
에이씨티,138360
에이치엔티,176440
에이치엘비파워,43220
에임하이,43580
엔알케이,54340
엘오티베큠,83310
예스티,122640
오성엘에스티,52420
우리로,46970
원익IPS,240810
웰크론,65950
유앤아이,56090
이녹스첨단소재,272290
이더블유케이,258610
이랜텍,54210
이스트소프트,47560
이에스브이,223310
이젠텍,33600
이퓨쳐,134060
이화전기,24810
인트로메딕,150840
제미니투자,19570
제이스텍,90470
제이웨이,58420
지디,155960
지스마트글로벌,114570
컬러레이,900310
케이비제11호스팩,258790
케이비제9호스팩,232270
케이엠,83550
켐온,217600
코렌,78650
코맥스,36690
코아시아홀딩스,45970
큐로컴,40350
큐리언트,115180
타이거일렉,219130
티에스이,131290
파인테크닉스,106240
포메탈,119500
포스코엠텍,9520
피제이메탈,128660
하나금융9호스팩,261200
하나머스트4호스팩,215100
한국팩키지,37230
한빛소프트,47080
화이브라더스코리아,204630
휴맥스홀딩스,28080
드림티엔터테인먼트,220110
바이옵트로,222160
위월드,140660
유쎌,252370
큐엠씨,136660
피엔아이시스템,242350
CJ대한통운,120
DB하이텍,990
KGP,109070
KTB투자증권,30210
LG화학,51910
LIG넥스원,79550
SG충방,1380
갤럭시아에스엠,11420
극동유화,14530
대동공업,490
대림비앤코,5750
대우조선해양,42660
두산,150
명문제약,17180
모나리자,12690
모나미,5360
미창석유공업,3650
범양건영,2410
삼성생명,32830
성보화학,3080
세우글로벌,13000
아모레퍼시픽,90430
엔에스쇼핑,138250
오리온,271560
청호컴넷,12600
태림포장,11280
한솔제지,213500
한화투자증권,3530
현대로보틱스,267250
현대제철,4020
현대해상,1450
화승엔터프라이즈,241590
후성,93370
HB테크놀러지,78150
JW신약,67290
KH바텍,60720
KMH,122450
MP한강,219550
NHN벅스,104200
S&K폴리텍,91340
SBI인베스트먼트,19550
SBS콘텐츠허브,46140
경남제약,53950
골든센츄리,900280
국보디자인,66620
뉴프렉스,85670
다나와,119860
대원산업,5710
대한뉴팜,54670
대한약품,23910
디앤씨미디어,263720
디케이디앤아이,33310
메가스터디,72870
모헨즈,6920
비트컴퓨터,32850
사람인에이치알,143240
사파이어테크놀로지,123260
삼우엠스,82660
삼지전자,37460
삼화네트웍스,46390
성우하이텍,15750
셀트리온헬스케어,91990
스페로 글로벌,28040
아이앤씨,52860
안국약품,1540
에스코넥,96630
에이티세미콘,89530
영신금속,7530
오이솔루션,138080
오픈베이스,49480
옵트론텍,82210
원일특강,12620
웨이브일렉트로,95270
웰크론강원,114190
유아이디,69330
유진기업,23410
이글루시큐리티,67920
일신바이오,68330
제이콘텐트리,36420
좋은사람들,33340
중앙백신,72020
청담러닝,96240
케이비드림4호스팩,226360
켐트로스,220260
코리아에스이,101670
코미코,183300
코미팜,41960
코웰패션,33290
큐캐피탈,16600
크루셜텍,114120
태광,23160
테고사이언스,191420
테라세미콘,123100
테라젠이텍스,66700
테스,95610
포스링크,56730
폭스브레인,39230
피앤씨테크,237750
피에스엠씨,24850
피에스케이,31980
하이비젼시스템,126700
한국기업평가,34950
한국맥널티,222980
한라IMS,92460
한솔인티큐브,70590
한양이엔지,45100
화일약품,61250
휴메딕스,200670
라온테크,232680
바이오코아,216400
볼빅,206950
세신버팔로,110660
시큐센,232830
에브리봇,270660
에스알바이오텍,270210
인터코스,240340
포인트엔지니어링,176560
피엠디아카데미,144740
BYC,1460
KB금융,105560
KC그린홀딩스,9440
LG하우시스,108670
S&T홀딩스,36530
깨끗한나라,4540
남광토건,1260
남해화학,25860
대신증권,3540
대한제분,1130
대한해운,5880
덴티움,145720
디씨엠,24090
롯데케미칼,11170
모토닉,9680
보령제약,3850
사조해표,79660
삼성물산,28260
삼성화재해상보험,810
삼정펄프,9770
성창기업지주,180
세아특수강,19440
신세계인터내셔날,31430
암니스,7630
에스원,12750
오뚜기,7310
우진,105840
우진플라임,49800
유니켐,11330
이수페타시스,7660
인지컨트롤스,23800
인터지스,129260
일신방직,3200
일진디스플,20760
지투알,35000
케이티앤지,33780
코리아오토글라스,152330
키위미디어그룹,12170
태평양물산,7980
한국공항,5430
한국화장품,123690
한샘,9240
한솔테크닉스,4710
한신공영,4960
한화,880
현대산업개발,12630
현대에이치씨엔,126560
형지엘리트,93240
호텔신라,8770
화신,10690
IBKS제5호스팩,254120
SCI평가정보,36120
SIMPAC Metal,90730
THE E&M,89230
골든브릿지제4호스팩,227950
글로벌에스엠,900070
나스미디어,89600
녹십자엠에스,142280
뉴트리바이오텍,222040
대아티아이,45390
대주산업,3310
디엔에이링크,127120
디지털대성,68930
로지시스,67730
멜파스,96640
비츠로셀,82920
빅텍,65450
삼보판지,23600
상아프론테크,89980
성광벤드,14620
세미콘라이트,214310
손오공,66910
솔고바이오,43100
슈프리마에이치큐,94840
신라섬유,1000
신성델타테크,65350
신진에스엠,138070
신한제3호스팩,257730
신화인터텍,56700
씨젠,96530
아이에스이커머스,69920
야스,255440
에스에프씨,112240
에이치엘비,28300
에이티넘인베스트,21080
에코플라스틱,38110
엔에이치스팩11호,256840
엔에이치스팩12호,273060
엠씨넥스,97520
엠지메드,180400
엠플러스,259630
연이정보통신,90740
영우디에스피,143540
영인프런티어,36180
예스24,53280
와이디온라인,52770
와이아이케이,232140
우성아이비,194610
원풍,8370
웹젠,69080
유비쿼스,264450
이디,33110
이스트아시아홀딩스,900110
인바디,41830
인터불스,158310
인터엠,17250
잉글우드랩,950140
제낙스,65620
제이에스티나,26040
카스,16920
케이맥,43290
케이비제10호스팩,250930
케이엔더블유,105330
케이피티,54410
코스온,69110
크레아플래닛,58530
토박스코리아,215480
티슈진,950160
파수닷컴,150900
파워로직스,47310
파인디앤씨,49120
포스코켐텍,3670
퓨쳐스트림네트웍스,214270
피씨디렉트,51380
한일화학,7770
한프,66110
홈센타홀딩스,60560
화진,134780
휴마시스,205470
데이터스트림즈,199150
디지캡,197140
래몽래인,200350
엠앤씨생명과학,225860
오파스넷,173130
유비온,84440
줌인터넷,229480
AJ네트웍스,95570
AK홀딩스,6840
CJ,1040
CJ제일제당,97950
JW중외제약,1060
KC코트렐,119650
SK가스,18670
WISCOM,24070
경농,2100
광주신세계,37710
교보증권,30610
까뮤이앤씨,13700
나라케이아이씨,7460
남양유업,3920
노루홀딩스,320
대교,19680
대양금속,9190
대원화성,24890
대창,12800
대창단조,15230
동북아13호선박투자,83380
디아이씨,92200
디와이,13570
빙그레,5180
삼성에스디에스,18260
성신양회,4980
세진중공업,75580
신송홀딩스,6880
아주캐피탈,33660
에이엔피,15260
웅진,16880
유안타증권,3470
이건산업,8250
이구산업,25820
이월드,84680
조선내화,480
종근당,185750
코웨이,21240
크라운제과,264900
평화홀딩스,10770
하이골드12호,172580
하이골드8호,159650
한국가스공사,36460
한익스프레스,14130
한화손해보험,370
호전실업,111110
환인제약,16580
휴니드테크놀러지스,5870
GH신소재,130500
HRS,36640
ITX엠투엠,99520
KG ETS,151860
교보비엔케이스팩,242040
그랜드백화점,19010
금강철강,53260
기가레인,49080
나노신소재,121600
네오위즈홀딩스,42420
네이처셀,7390
넥스트칩,92600
녹원씨아이,65560
농우바이오,54050
뉴로스,126870
대봉엘에스,78140
대성미생물,36480
대신정보통신,20180
덕산하이메탈,77360
덱스터,206560
동신건설,25950
디에스티,33430
디엠티,134580
레이언스,228850
매일홀딩스,5990
모두투어,80160
미동앤씨네마,161570
바디텍메드,206640
바이오로그디바이스,208710
빛샘전자,72950
삼일기업공사,2290
삼표시멘트,38500
서울옥션,63170
서한,11370
소프트센,32680
스카이문스테크놀로지,33790
신영스팩3호,263770
씨아이에스,222080
씨트리,47920
아이씨케이,68940
아이원스,114810
아이지스시스템,139050
액토즈소프트,52790
액트,131400
양지사,30960
어보브반도체,102120
에너토크,19990
에스마크,30270
에스에이엠티,31330
에스에프에이,56190
에스티팜,237690
에쎈테크,43340
에이텍,45660
에프엔씨애드컬쳐,63440
엑셈,205100
연우,115960
영풍정밀,36560
오상자이엘,53980
오킨스전자,80580
옵토팩,123010
우림기계,101170
우수AMS,66590
웰크론한텍,76080
윈팩,97800
제노포커스,187420
제이엔케이히터,126880
주성엔지니어링,36930
중앙에너비스,440
중앙오션,54180
지니뮤직,43610
지엔씨에너지,119850
케이엠더블유,32500
코닉글로리,94860
코아스템,166480
큐렉소,60280
크로바하이텍,43590
텔콘,200230
파마리서치프로덕트,214450
파트론,91700
파티게임즈,194510
펄어비스,263750
피델릭스,32580
피에스텍,2230
한국4호스팩,240540
한국정보통신,25770
현대공업,170030
듀켐바이오,176750
세기리텍,199870
수프로,185190
씨앗,103660
아이케이세미콘,149010
에스엠로보틱스,252940
에스케이씨에스,224020
오스테오닉,226400
유니포인트,121060
제이에스피브이,250300
주노콜렉션,221670
청광종건,140290
크로넥스,215570
E1,17940
GS건설,6360
JW생명과학,234080
NICE,34310
SG세계물산,4060
SK하이닉스,660
국동,5320
금강공업,14280
금호에이치티,214330
대성홀딩스,16710
동국실업,1620
동아에스티,170900
동아지질,28100
동일방직,1530
디티알오토모티브,7340
롯데정밀화학,4000
롯데푸드,2270
메리츠금융지주,138040
미원상사,2840
미원홀딩스,107590
삼부토건,1470
삼일제약,520
삼천리,4690
성지건설,5980
세하,27970
쌍용양회공업,3410
쌍용자동차,3620
써니전자,4770
아모레퍼시픽그룹,2790
율촌화학,8730
일동홀딩스,230
조선선재,120030
진원생명과학,11000
티웨이홀딩스,4870
한국전자홀딩스,6200
한국토지신탁,34830
한온시스템,18880
한일철강,2220
한진,2320
한진칼,180640
해태제과식품,101530
현대백화점,69960
현대시멘트,6390
화승인더스트리,6060
효성,4800
효성 ITX,94280
NEW,160550
SK3호스팩,232330
W홀딩컴퍼니,52300
고려신용정보,49720
고영,98460
국일제지,78130
나노,187790
나이벡,138610
뉴파워프라즈마,144960
대명코퍼레이션,7720
대주전자재료,78600
대호피앤씨,21040
동양피엔에프,104460
드래곤플라이,30350
디에스케이,109740
루미마이크로,82800
룽투코리아,60240
메가스터디교육,215200
멕아이씨에스,58110
미래에셋제3호스팩,215750
미스터블루,207760
바텍,43150
비에이치아이,83650
상신이디피,91580
서산,79650
서원인텍,93920
서진오토모티브,122690
서플러스글로벌,140070
선익시스템,171090
씨티엘,36170
아세아텍,50860
아스타,246720
아이오케이,78860
아이이,23430
알톤스포츠,123750
액션스퀘어,205500
에스아이리소스,65420
에스티아이,39440
에스티오,98660
에이치엘사이언스,239610
에이치케이,44780
엔브이에이치코리아,67570
엘디티,96870
